solarSystemName,solarSystemID,regionID,constellationID,wormholeClass,systemEffect,hour,minute,second,RAText,RADec,isAnom,status,href,notes
J155959,31001776,11000022,21000214,C4,,15,59,59,15h 59m 59s,239.99583333333334,,,,
J160014,31000477,11000005,21000032,C2,Red Giant,16,0,14,16h 00m 14s,240.05833333333334,,,,
J160016,31001738,11000021,21000208,C4,,16,0,16,16h 00m 16s,240.06666666666666,,,,
J160032,31001732,11000021,21000207,C4,Black Hole,16,0,32,16h 00m 32s,240.13333333333333,,,,
J160039,31000077,11000001,21000318,C1,,16,0,39,16h 00m 39s,240.1625,,,,
J160046,31001688,11000021,21000200,C4,,16,0,46,16h 00m 46s,240.19166666666666,,,,
J160111,31001248,11000014,21000133,C3,Wolf-Rayet Star,16,1,11,16h 01m 11s,240.29583333333332,,,,
J160126,31000769,11000008,21000061,C2,,16,1,26,16h 01m 26s,240.35833333333332,,,,
J160156,31001744,11000021,21000209,C4,,16,1,56,16h 01m 56s,240.48333333333332,,,,
J160225,31001375,11000016,21000153,C4,,16,2,25,16h 02m 25s,240.60416666666666,,,,
J160305,31000669,11000006,21000052,C2,,16,3,5,16h 03m 05s,240.77083333333334,,,,
J160307,31000257,11000002,21000011,C1,Red Giant,16,3,7,16h 03m 07s,240.77916666666667,,,,
J160311,31000531,11000005,21000038,C2,,16,3,11,16h 03m 11s,240.79583333333332,,,,
J160321,31001401,11000016,21000156,C4,,16,3,21,16h 03m 21s,240.8375,,,,
J160334,31000309,11000003,21000016,C1,Black Hole,16,3,34,16h 03m 34s,240.89166666666668,,,,
J160345,31000177,11000002,21000004,C1,,16,3,45,16h 03m 45s,240.9375,,,,
J160412,31000386,11000004,21000024,C2,Pulsar,16,4,12,16h 04m 12s,241.05,,,,
J160419,31001395,11000016,21000155,C4,,16,4,19,16h 04m 19s,241.07916666666668,,,,
J160455,31001543,11000019,21000178,C4,,16,4,55,16h 04m 55s,241.22916666666666,,,,
J160459,31001545,11000019,21000178,C4,Red Giant,16,4,59,16h 04m 59s,241.24583333333334,,,,
J160534,31000037,11000001,21000314,C1,,16,5,34,16h 05m 34s,241.39166666666668,,,,
J160547,31002073,11000026,21000257,C5,Magnetar,16,5,47,16h 05m 47s,241.44583333333333,,,,
J160623,31002288,11000029,21000286,C5,Pulsar,16,6,23,16h 06m 23s,241.59583333333333,,,,
J160645,31001372,11000015,21000152,C3,,16,6,45,16h 06m 45s,241.6875,,,,
J160650,31000880,11000009,21000076,C3,,16,6,50,16h 06m 50s,241.70833333333334,,,,
J160710,31000145,11000002,21000001,C1,,16,7,10,16h 07m 10s,241.79166666666666,,,,
J160715,31000414,11000004,21000026,C2,Black Hole,16,7,15,16h 07m 15s,241.8125,,,,
J160722,31002410,11000030,21000302,C6,Red Giant,16,7,22,16h 07m 22s,241.84166666666667,,,,
J160739,31001093,11000012,21000109,C3,Pulsar,16,7,39,16h 07m 39s,241.9125,,,,
J160753,31000408,11000004,21000026,C2,,16,7,53,16h 07m 53s,241.97083333333333,,,,
J160800,31001474,11000018,21000168,C4,Pulsar,16,8,0,16h 08m 00s,242,,,,
J160822,31001239,11000014,21000131,C3,,16,8,22,16h 08m 22s,242.09166666666667,,,,
J160835,31000146,11000002,21000001,C1,,16,8,35,16h 08m 35s,242.14583333333334,,,,
J160837,31000010,11000001,21000311,C1,,16,8,37,16h 08m 37s,242.15416666666667,,,,
J160847,31000954,11000010,21000087,C3,,16,8,47,16h 08m 47s,242.19583333333333,,,,
J160855,31002398,11000030,21000301,C6,,16,8,55,16h 08m 55s,242.22916666666666,,,,
J160927,31000619,11000006,21000046,C2,Cataclysmic Variable,16,9,27,16h 09m 27s,242.3625,,,,
J160929,31001831,11000022,21000223,C4,Black Hole,16,9,29,16h 09m 29s,242.37083333333334,,,,
J160941,31000376,11000004,21000023,C2,,16,9,41,16h 09m 41s,242.42083333333332,,,,
J161029,31001851,11000022,21000226,C4,,16,10,29,16h 10m 29s,242.62083333333334,,,,
J161032,31001915,11000024,21000236,C5,,16,10,32,16h 10m 32s,242.63333333333333,,,,
J161037,31001571,11000019,21000182,C4,,16,10,37,16h 10m 37s,242.65416666666667,,,,
J161051,31001187,11000013,21000123,C3,Cataclysmic Variable,16,10,51,16h 10m 51s,242.7125,,,,
J161107,31000308,11000003,21000016,C1,,16,11,7,16h 11m 07s,242.77916666666667,,,,
J161115,31000149,11000002,21000001,C1,,16,11,15,16h 11m 15s,242.8125,,,,
J161119,31001448,11000017,21000164,C4,,16,11,19,16h 11m 19s,242.82916666666668,,,,
J161138,31000744,11000007,21000059,C2,Red Giant,16,11,38,16h 11m 38s,242.90833333333333,,,,
J161213,31001324,11000015,21000145,C3,,16,12,13,16h 12m 13s,243.05416666666667,,,,
J161215,31002469,11000030,21000310,C6,,16,12,15,16h 12m 15s,243.0625,,,,
J161246,31000564,11000006,21000041,C2,,16,12,46,16h 12m 46s,243.19166666666666,,,,
J161257,31000078,11000001,21000318,C1,Red Giant,16,12,57,16h 12m 57s,243.2375,,,,
J161301,31002179,11000027,21000272,C5,,16,13,1,16h 13m 01s,243.25416666666666,,,,
J161303,31001364,11000015,21000151,C3,,16,13,3,16h 13m 03s,243.2625,,,,
J161335,31002408,11000030,21000302,C6,,16,13,35,16h 13m 35s,243.39583333333334,,,,
J161338,31000895,11000009,21000078,C3,,16,13,38,16h 13m 38s,243.40833333333333,,,,
J161344,31000329,11000003,21000018,C1,Black Hole,16,13,44,16h 13m 44s,243.43333333333334,,,,
J161354,31001938,11000024,21000239,C5,,16,13,54,16h 13m 54s,243.475,,,,
J161357,31001772,11000022,21000214,C4,Black Hole,16,13,57,16h 13m 57s,243.4875,,,,
J161411,31000724,11000007,21000057,C2,Wolf-Rayet Star,16,14,11,16h 14m 11s,243.54583333333332,,,,
J161441,31001286,11000014,21000139,C3,,16,14,41,16h 14m 41s,243.67083333333332,,,,
J161455,31001056,11000011,21000103,C3,Pulsar,16,14,55,16h 14m 55s,243.72916666666666,,,,
J161509,31000237,11000002,21000009,C1,,16,15,9,16h 15m 09s,243.7875,,,,
J161524,31000218,11000002,21000008,C1,Pulsar,16,15,24,16h 15m 24s,243.85,,,,
J161609,31002200,11000028,21000274,C5,,16,16,9,16h 16m 09s,244.0375,,,,
J161628,31000837,11000008,21000068,C2,,16,16,28,16h 16m 28s,244.11666666666667,,,,
J161635,31002119,11000026,21000263,C5,Black Hole,16,16,35,16h 16m 35s,244.14583333333334,,,,
J161644,31000334,11000003,21000019,C1,,16,16,44,16h 16m 44s,244.18333333333334,,,,
J161657,31000922,11000009,21000082,C3,,16,16,57,16h 16m 57s,244.2375,,,,
J161737,31002157,11000027,21000269,C5,Black Hole,16,17,37,16h 17m 37s,244.40416666666667,,,,
J161745,31002040,11000025,21000252,C5,Red Giant,16,17,45,16h 17m 45s,244.4375,,,,
J161747,31002472,11000028,21000275,C5,Cataclysmic Variable,16,17,47,16h 17m 47s,244.44583333333333,,,,
J161752,31001396,11000016,21000156,C4,,16,17,52,16h 17m 52s,244.46666666666667,,,,
J161811,31000142,11000002,21000001,C1,,16,18,11,16h 18m 11s,244.54583333333332,,,,
J161815,31001535,11000019,21000177,C4,,16,18,15,16h 18m 15s,244.5625,,,,
J161838,31002254,11000028,21000282,C5,Cataclysmic Variable,16,18,38,16h 18m 38s,244.65833333333333,,,,
J161846,31000317,11000003,21000017,C1,,16,18,46,16h 18m 46s,244.69166666666666,,,,
J161854,31001243,11000014,21000132,C3,Black Hole,16,18,54,16h 18m 54s,244.725,,,,
J161940,31002240,11000028,21000280,C5,,16,19,40,16h 19m 40s,244.91666666666666,,,,
J161944,31002345,11000029,21000293,C5,,16,19,44,16h 19m 44s,244.93333333333334,,,,
J162007,31002109,11000026,21000262,C5,Black Hole,16,20,7,16h 20m 07s,245.02916666666667,,,,
J162010,31001329,11000015,21000146,C3,Cataclysmic Variable,16,20,10,16h 20m 10s,245.04166666666666,,,,
J162042,31000871,11000008,21000071,C2,,16,20,42,16h 20m 42s,245.175,,,,
J162047,31002153,11000027,21000268,C5,Wolf-Rayet Star,16,20,47,16h 20m 47s,245.19583333333333,,,,
J162118,31000224,11000002,21000008,C1,Cataclysmic Variable,16,21,18,16h 21m 18s,245.325,,,,
J162132,31002282,11000028,21000285,C5,,16,21,32,16h 21m 32s,245.38333333333333,,,,
J162159,31000798,11000008,21000064,C2,,16,21,59,16h 21m 59s,245.49583333333334,,,,
J162205,31001773,11000022,21000214,C4,,16,22,5,16h 22m 05s,245.52083333333334,,,,
J162226,31001460,11000018,21000166,C4,Red Giant,16,22,26,16h 22m 26s,245.60833333333332,,,,
J162231,31001650,11000021,21000195,C4,,16,22,31,16h 22m 31s,245.62916666666666,,,,
J162251,31001553,11000019,21000180,C4,Black Hole,16,22,51,16h 22m 51s,245.7125,,,,
J162255,31001875,11000023,21000230,C4,,16,22,55,16h 22m 55s,245.72916666666666,,,,
J162303,31001597,11000019,21000186,C4,Black Hole,16,23,3,16h 23m 03s,245.7625,,,,
J162332,31000873,11000008,21000071,C2,,16,23,32,16h 23m 32s,245.88333333333333,,,,
J162349,31002210,11000028,21000276,C5,Wolf-Rayet Star,16,23,49,16h 23m 49s,245.95416666666668,,,,
J162430,31000499,11000005,21000035,C2,,16,24,30,16h 24m 30s,246.125,,,,
J162437,31001128,11000012,21000114,C3,,16,24,37,16h 24m 37s,246.15416666666667,,,,
J162459,31001064,11000011,21000104,C3,,16,24,59,16h 24m 59s,246.24583333333334,,,,
J162516,31000652,11000006,21000050,C2,,16,25,16,16h 25m 16s,246.31666666666666,,,,
J162518,31000829,11000008,21000067,C2,Black Hole,16,25,18,16h 25m 18s,246.325,,,,
J162604,31000026,11000001,21000313,C1,,16,26,4,16h 26m 04s,246.51666666666668,,,,
J162612,31002340,11000029,21000293,C5,,16,26,12,16h 26m 12s,246.55,,,,
J162614,31002393,11000030,21000300,C6,Pulsar,16,26,14,16h 26m 14s,246.55833333333334,,,,
J162632,31001604,11000020,21000187,C4,,16,26,32,16h 26m 32s,246.63333333333333,,,,
J162638,31001897,11000024,21000233,C5,Pulsar,16,26,38,16h 26m 38s,246.65833333333333,,,,
J162641,31000110,11000001,21000321,C1,Red Giant,16,26,41,16h 26m 41s,246.67083333333332,,,,
J162656,31001678,11000021,21000199,C4,,16,26,56,16h 26m 56s,246.73333333333332,,,,
J162700,31000458,11000004,21000030,C2,,16,27,0,16h 27m 00s,246.75,,,,
J162720,31000433,11000004,21000028,C2,Red Giant,16,27,20,16h 27m 20s,246.83333333333334,,,,
J162753,31002126,11000027,21000265,C5,Pulsar,16,27,53,16h 27m 53s,246.97083333333333,,,,
J162816,31001689,11000021,21000201,C4,Magnetar,16,28,16,16h 28m 16s,247.06666666666666,,,,
J162819,31001537,11000019,21000177,C4,,16,28,19,16h 28m 19s,247.07916666666668,,,,
J162828,31001866,11000023,21000229,C4,Cataclysmic Variable,16,28,28,16h 28m 28s,247.11666666666667,,,,
J162831,31001674,11000021,21000198,C4,,16,28,31,16h 28m 31s,247.12916666666666,,,,
J162853,31002351,11000029,21000294,C5,Red Giant,16,28,53,16h 28m 53s,247.22083333333333,,,,
J162858,31000219,11000002,21000008,C1,,16,28,58,16h 28m 58s,247.24166666666667,,,,
J163138,31000541,11000005,21000039,C2,Pulsar,16,31,38,16h 31m 38s,247.90833333333333,,,,
J163146,31000570,11000006,21000041,C2,Cataclysmic Variable,16,31,46,16h 31m 46s,247.94166666666666,,,,
J163156,31000272,11000002,21000013,C1,,16,31,56,16h 31m 56s,247.98333333333332,,,,
J163203,31000046,11000001,21000315,C1,Cataclysmic Variable,16,32,3,16h 32m 03s,248.0125,,,,
J163217,31001718,11000021,21000205,C4,Cataclysmic Variable,16,32,17,16h 32m 17s,248.07083333333333,,,,
J163225,31002439,11000030,21000306,C6,Pulsar,16,32,25,16h 32m 25s,248.10416666666666,,,,
J163318,31000783,11000008,21000063,C2,,16,33,18,16h 33m 18s,248.325,,,,
J163408,31002121,11000026,21000264,C5,Cataclysmic Variable,16,34,8,16h 34m 08s,248.53333333333333,,,,
J163435,31001574,11000019,21000183,C4,Wolf-Rayet Star,16,34,35,16h 34m 35s,248.64583333333334,,,,
J163444,31001665,11000021,21000197,C4,,16,34,44,16h 34m 44s,248.68333333333334,,,,
J163446,31000637,11000006,21000048,C2,,16,34,46,16h 34m 46s,248.69166666666666,,,,
J163522,31000761,11000008,21000060,C2,,16,35,22,16h 35m 22s,248.84166666666667,,,,
J163526,31000967,11000010,21000089,C3,,16,35,26,16h 35m 26s,248.85833333333332,,,,
J163529,31001131,11000012,21000114,C3,,16,35,29,16h 35m 29s,248.87083333333334,,,,
J163533,31000253,11000002,21000011,C1,Pulsar,16,35,33,16h 35m 33s,248.8875,,,,
J163641,31001493,11000018,21000171,C4,Black Hole,16,36,41,16h 36m 41s,249.17083333333332,,,,
J163701,31002012,11000025,21000248,C5,,16,37,1,16h 37m 01s,249.25416666666666,,,,
J163743,31000236,11000002,21000009,C1,,16,37,43,16h 37m 43s,249.42916666666667,,,,
J163745,31001117,11000012,21000112,C3,,16,37,45,16h 37m 45s,249.4375,,,,
J163754,31001822,11000022,21000222,C4,,16,37,54,16h 37m 54s,249.475,,,,
J163804,31000139,11000001,21000323,C1,Wolf-Rayet Star,16,38,4,16h 38m 04s,249.51666666666668,,,,
J163902,31000600,11000006,21000044,C2,Red Giant,16,39,2,16h 39m 02s,249.75833333333333,,,,
J163911,31001216,11000013,21000128,C3,Red Giant,16,39,11,16h 39m 11s,249.79583333333332,,,,
J163923,31000714,11000007,21000056,C2,,16,39,23,16h 39m 23s,249.84583333333333,,,,
J163930,31002100,11000026,21000261,C5,Cataclysmic Variable,16,39,30,16h 39m 30s,249.875,,,,
J164025,31001717,11000021,21000205,C4,,16,40,25,16h 40m 25s,250.10416666666666,,,,
J164031,31001714,11000021,21000205,C4,,16,40,31,16h 40m 31s,250.12916666666666,,,,
J164034,31000926,11000009,21000083,C3,,16,40,34,16h 40m 34s,250.14166666666668,,,,
J164104,31001159,11000012,21000119,C3,,16,41,4,16h 41m 04s,250.26666666666668,,,,
J164116,31000978,11000010,21000091,C3,,16,41,16,16h 41m 16s,250.31666666666666,,,,
J164126,31000854,11000008,21000069,C2,,16,41,26,16h 41m 26s,250.35833333333332,,,,
J164130,31000505,11000005,21000035,C2,,16,41,30,16h 41m 30s,250.375,,,,
J164147,31001891,11000024,21000233,C5,,16,41,47,16h 41m 47s,250.44583333333333,,,,
J164218,31000018,11000001,21000312,C1,,16,42,18,16h 42m 18s,250.575,,,,
J164223,31001273,11000014,21000137,C3,Pulsar,16,42,23,16h 42m 23s,250.59583333333333,,,,
J164235,31000435,11000004,21000028,C2,Pulsar,16,42,35,16h 42m 35s,250.64583333333334,,,,
J164250,31000956,11000010,21000088,C3,Black Hole,16,42,50,16h 42m 50s,250.70833333333334,,,,
J164327,31002019,11000025,21000250,C5,,16,43,27,16h 43m 27s,250.8625,,,,
J164338,31001178,11000013,21000122,C3,Magnetar,16,43,38,16h 43m 38s,250.90833333333333,,,,
J164342,31000980,11000010,21000092,C3,Wolf-Rayet Star,16,43,42,16h 43m 42s,250.925,,,,
J164417,31000355,11000004,21000021,C2,,16,44,17,16h 44m 17s,251.07083333333333,,,,
J164430,31001967,11000024,21000242,C5,,16,44,30,16h 44m 30s,251.125,,,,
J164457,31000992,11000011,21000093,C3,,16,44,57,16h 44m 57s,251.2375,,,,
J164501,31001181,11000013,21000122,C3,,16,45,1,16h 45m 01s,251.25416666666666,,,,
J164507,31000548,11000005,21000039,C2,Cataclysmic Variable,16,45,7,16h 45m 07s,251.27916666666667,,,,
J164511,31002021,11000025,21000250,C5,Cataclysmic Variable,16,45,11,16h 45m 11s,251.29583333333332,,,,
J164528,31001804,11000022,21000219,C4,Pulsar,16,45,28,16h 45m 28s,251.36666666666667,,,,
J164550,31000123,11000001,21000322,C1,Magnetar,16,45,50,16h 45m 50s,251.45833333333334,,,,
J164553,31002363,11000029,21000296,C5,,16,45,53,16h 45m 53s,251.47083333333333,,,,
J164610,31002102,11000026,21000261,C5,,16,46,10,16h 46m 10s,251.54166666666666,,,,
J164613,31000683,11000006,21000053,C2,Magnetar,16,46,13,16h 46m 13s,251.55416666666667,,,,
J164621,31002094,11000026,21000260,C5,Magnetar,16,46,21,16h 46m 21s,251.5875,,,,
J164659,31001756,11000021,21000211,C4,,16,46,59,16h 46m 59s,251.74583333333334,,,,
J164701,31002465,11000030,21000310,C6,Wolf-Rayet Star,16,47,1,16h 47m 01s,251.75416666666666,,,,
J164710,31000003,11000033,21000334,VIDETTE,Magnetar,16,47,10,16h 47m 10s,251.79166666666666,,FOUND,https://en.wikipedia.org/wiki/CXOU_J164710.2%E2%88%92455216,"CXOU J164710.2−455216, Ara (Magnetar)"
J164713,31001007,11000011,21000096,C3,,16,47,13,16h 47m 13s,251.80416666666667,,,,
J164729,31001252,11000014,21000133,C3,Wolf-Rayet Star,16,47,29,16h 47m 29s,251.87083333333334,,,,
J164732,31002236,11000028,21000279,C5,,16,47,32,16h 47m 32s,251.88333333333333,,,,
J164745,31002369,11000030,21000297,C6,Cataclysmic Variable,16,47,45,16h 47m 45s,251.9375,,,,
J164751,31001269,11000014,21000136,C3,,16,47,51,16h 47m 51s,251.9625,,,,
J164756,31000285,11000002,21000014,C1,,16,47,56,16h 47m 56s,251.98333333333332,,,,
J164759,31000322,11000003,21000017,C1,,16,47,59,16h 47m 59s,251.99583333333334,,,,
J164807,31000027,11000001,21000313,C1,,16,48,7,16h 48m 07s,252.02916666666667,,,,
J164816,31000614,11000006,21000046,C2,,16,48,16,16h 48m 16s,252.06666666666666,,,,
J164835,31001633,11000020,21000192,C4,Black Hole,16,48,35,16h 48m 35s,252.14583333333334,,,,
J164846,31001937,11000024,21000239,C5,Wolf-Rayet Star,16,48,46,16h 48m 46s,252.19166666666666,,,,
J164900,31002061,11000026,21000256,C5,,16,49,0,16h 49m 00s,252.25,,,,
J164921,31000841,11000008,21000068,C2,Cataclysmic Variable,16,49,21,16h 49m 21s,252.3375,,,,
J164927,31000098,11000001,21000320,C1,,16,49,27,16h 49m 27s,252.3625,,,,
J164931,31000553,11000005,21000040,C2,,16,49,31,16h 49m 31s,252.37916666666666,,,,
J164938,31000445,11000004,21000029,C2,,16,49,38,16h 49m 38s,252.40833333333333,,,,
J164951,31001063,11000011,21000104,C3,,16,49,51,16h 49m 51s,252.4625,,,,
J165001,31000928,11000009,21000083,C3,Red Giant,16,50,1,16h 50m 01s,252.50416666666666,,,,
J165006,31000845,11000008,21000068,C2,,16,50,6,16h 50m 06s,252.525,,,,
J165014,31000865,11000008,21000070,C2,,16,50,14,16h 50m 14s,252.55833333333334,,,,
J165020,31001461,11000018,21000166,C4,Wolf-Rayet Star,16,50,20,16h 50m 20s,252.58333333333334,,,,
J165056,31000181,11000002,21000004,C1,,16,50,56,16h 50m 56s,252.73333333333332,,,,
J165058,31001781,11000022,21000215,C4,,16,50,58,16h 50m 58s,252.74166666666667,,,,
J165105,31001787,11000022,21000216,C4,Cataclysmic Variable,16,51,5,16h 51m 05s,252.77083333333334,,,,
J165118,31001035,11000011,21000100,C3,,16,51,18,16h 51m 18s,252.825,,,,
J165153,31001123,11000012,21000113,C3,Pulsar,16,51,53,16h 51m 53s,252.97083333333333,,,,
J165157,31000720,11000007,21000056,C2,Red Giant,16,51,57,16h 51m 57s,252.9875,,,,
J165205,31002305,11000029,21000289,C5,Cataclysmic Variable,16,52,5,16h 52m 05s,253.02083333333334,,,,
J165216,31000286,11000002,21000014,C1,Red Giant,16,52,16,16h 52m 16s,253.06666666666666,,,,
J165220,31002208,11000028,21000275,C5,,16,52,20,16h 52m 20s,253.08333333333334,,,,
J165224,31001327,11000015,21000145,C3,,16,52,24,16h 52m 24s,253.1,,,,
J165302,31000936,11000010,21000085,C3,Magnetar,16,53,2,16h 53m 02s,253.25833333333333,,,,
J165308,31001402,11000016,21000156,C4,Cataclysmic Variable,16,53,8,16h 53m 08s,253.28333333333333,,,,
J165312,31002293,11000029,21000287,C5,,16,53,12,16h 53m 12s,253.3,,,,
J165326,31001443,11000017,21000163,C4,Cataclysmic Variable,16,53,26,16h 53m 26s,253.35833333333332,,,,
J165340,31001991,11000025,21000246,C5,,16,53,40,16h 53m 40s,253.41666666666666,,,,
J165357,31000468,11000005,21000032,C2,,16,53,57,16h 53m 57s,253.4875,,,,
J165412,31000834,11000008,21000067,C2,,16,54,12,16h 54m 12s,253.55,,,,
J165423,31001487,11000018,21000170,C4,,16,54,23,16h 54m 23s,253.59583333333333,,,,
J165520,31002227,11000028,21000278,C5,,16,55,20,16h 55m 20s,253.83333333333334,,,,
J165532,31001570,11000019,21000182,C4,,16,55,32,16h 55m 32s,253.88333333333333,,,,
J165611,31001879,11000023,21000231,C4,Black Hole,16,56,11,16h 56m 11s,254.04583333333332,,,,
J165641,31002415,11000030,21000303,C6,Black Hole,16,56,41,16h 56m 41s,254.17083333333332,,,,
J165645,31001637,11000020,21000192,C4,Pulsar,16,56,45,16h 56m 45s,254.1875,,,,
J165648,31000789,11000008,21000063,C2,,16,56,48,16h 56m 48s,254.2,,,,
J165719,31001565,11000019,21000181,C4,Pulsar,16,57,19,16h 57m 19s,254.32916666666668,,,,
J165741,31000297,11000003,21000015,C1,Cataclysmic Variable,16,57,41,16h 57m 41s,254.42083333333332,,,,
J165743,31001995,11000025,21000246,C5,,16,57,43,16h 57m 43s,254.42916666666667,,,,
J165803,31000917,11000009,21000081,C3,Wolf-Rayet Star,16,58,3,16h 58m 03s,254.5125,,,,
J165806,31000983,11000010,21000092,C3,Wolf-Rayet Star,16,58,6,16h 58m 06s,254.525,,,,
J165815,31001021,11000011,21000098,C3,,16,58,15,16h 58m 15s,254.5625,,,,
J165820,31001391,11000016,21000155,C4,,16,58,20,16h 58m 20s,254.58333333333334,,,,
J165839,31001385,11000016,21000154,C4,Black Hole,16,58,39,16h 58m 39s,254.6625,,,,
J165847,31001223,11000014,21000129,C3,Cataclysmic Variable,16,58,47,16h 58m 47s,254.69583333333333,,,,
J165901,31000175,11000002,21000004,C1,,16,59,1,16h 59m 01s,254.75416666666666,,,,
J165920,31001483,11000018,21000169,C4,,16,59,20,16h 59m 20s,254.83333333333334,,,,
J165936,31001172,11000012,21000121,C3,,16,59,36,16h 59m 36s,254.9,,,,
J165940,31002226,11000028,21000278,C5,Pulsar,16,59,40,16h 59m 40s,254.91666666666666,,,,
J165943,31001795,11000022,21000218,C4,Wolf-Rayet Star,16,59,43,16h 59m 43s,254.92916666666667,,,,
J165946,31002007,11000025,21000248,C5,Red Giant,16,59,46,16h 59m 46s,254.94166666666666,,,,
J165953,31002054,11000025,21000254,C5,Wolf-Rayet Star,16,59,53,16h 59m 53s,254.97083333333333,,,,
J170002,31000896,11000009,21000078,C3,,17,0,2,17h 00m 02s,255.00833333333333,,,,
J170038,31000492,11000005,21000034,C2,Black Hole,17,0,38,17h 00m 38s,255.15833333333333,,,,
J170106,31000319,11000003,21000017,C1,,17,1,6,17h 01m 06s,255.275,,,,
J170118,31002409,11000030,21000302,C6,,17,1,18,17h 01m 18s,255.325,,,,
J170122,31001947,11000024,21000240,C5,,17,1,22,17h 01m 22s,255.34166666666667,,,,
J170127,31001839,11000022,21000224,C4,,17,1,27,17h 01m 27s,255.3625,,,,
J170132,31001146,11000012,21000117,C3,Black Hole,17,1,32,17h 01m 32s,255.38333333333333,,,,
J170144,31001328,11000015,21000145,C3,,17,1,44,17h 01m 44s,255.43333333333334,,,,
J170151,31001780,11000022,21000215,C4,Pulsar,17,1,51,17h 01m 51s,255.4625,,,,
J170158,31002483,11000024,21000238,C5,Black Hole,17,1,58,17h 01m 58s,255.49166666666667,,,,
J170215,31001390,11000016,21000155,C4,,17,2,15,17h 02m 15s,255.5625,,,,
J170231,31001966,11000024,21000242,C5,,17,2,31,17h 02m 31s,255.62916666666666,,,,
J170236,31001318,11000015,21000144,C3,,17,2,36,17h 02m 36s,255.65,,,,
J170240,31002334,11000029,21000292,C5,,17,2,40,17h 02m 40s,255.66666666666666,,,,
J170305,31001690,11000021,21000201,C4,Black Hole,17,3,5,17h 03m 05s,255.77083333333334,,,,
J170327,31002091,11000026,21000260,C5,,17,3,27,17h 03m 27s,255.8625,,,,
J170409,31001091,11000012,21000108,C3,Red Giant,17,4,9,17h 04m 09s,256.0375,,,,
J170376,31001333,11000015,21000146,C3,,17,4,16,17h 04m 16s,256.06666666666666,YES,,,
J170417,31002310,11000029,21000289,C5,Red Giant,17,4,17,17h 04m 17s,256.0708333333333,,,,
J170445,31001673,11000021,21000198,C4,,17,4,45,17h 04m 45s,256.1875,,,,
J170511,31001071,11000011,21000105,C3,,17,5,11,17h 05m 11s,256.29583333333335,,,,
J170540,31001888,11000024,21000232,C5,Wolf-Rayet Star,17,5,40,17h 05m 40s,256.4166666666667,,,,
J170544,31000269,11000002,21000012,C1,,17,5,44,17h 05m 44s,256.43333333333334,,,,
J170550,31001315,11000014,21000143,C3,,17,5,50,17h 05m 50s,256.4583333333333,,,,
J170552,31000543,11000005,21000039,C2,,17,5,52,17h 05m 52s,256.46666666666664,,,,
J170558,31000576,11000006,21000042,C2,Black Hole,17,5,58,17h 05m 58s,256.4916666666667,,,,
J170642,31001749,11000021,21000210,C4,Pulsar,17,6,42,17h 06m 42s,256.675,,,,
J170645,31000092,11000001,21000319,C1,,17,6,45,17h 06m 45s,256.6875,,,,
J170656,31001300,11000014,21000141,C3,,17,6,56,17h 06m 56s,256.73333333333335,,,,
J170717,31000988,11000011,21000093,C3,,17,7,17,17h 07m 17s,256.8208333333333,,,,
J170736,31002333,11000029,21000292,C5,Red Giant,17,7,36,17h 07m 36s,256.9,,,,
J170740,31001028,11000011,21000099,C3,,17,7,40,17h 07m 40s,256.9166666666667,,,,
J170807,31002256,11000028,21000282,C5,,17,8,7,17h 08m 07s,257.02916666666664,,,,
J170809,31002035,11000025,21000252,C5,Black Hole,17,8,9,17h 08m 09s,257.0375,,,,
J170817,31001030,11000011,21000099,C3,Cataclysmic Variable,17,8,17,17h 08m 17s,257.0708333333333,,,,
J170845,31002468,11000030,21000310,C6,,17,8,45,17h 08m 45s,257.1875,,,,
J170930,31002259,11000028,21000283,C5,,17,9,30,17h 09m 30s,257.375,,,,
J170949,31000260,11000002,21000011,C1,,17,9,49,17h 09m 49s,257.45416666666665,,,,
J171013,31001996,11000025,21000246,C5,,17,10,13,17h 10m 13s,257.5541666666667,,,,
J171019,31000213,11000002,21000007,C1,Cataclysmic Variable,17,10,19,17h 10m 19s,257.57916666666665,,,,
J171136,31002114,11000026,21000263,C5,,17,11,36,17h 11m 36s,257.9,,,,
J171142,31000855,11000008,21000069,C2,,17,11,42,17h 11m 42s,257.925,,,,
J171158,31002099,11000026,21000261,C5,,17,11,58,17h 11m 58s,257.9916666666667,,,,
J171225,31001600,11000020,21000187,C4,Black Hole,17,12,25,17h 12m 25s,258.1041666666667,,,,
J171246,31002482,11000025,21000254,C5,,17,12,46,17h 12m 46s,258.19166666666666,,,,
J171309,31000754,11000008,21000060,C2,,17,13,9,17h 13m 09s,258.2875,,,,
J171312,31000339,11000003,21000019,C1,,17,13,12,17h 13m 12s,258.3,,,,
J171334,31001480,11000018,21000169,C4,,17,13,34,17h 13m 34s,258.39166666666665,,,,
J171344,31001447,11000017,21000163,C4,Red Giant,17,13,44,17h 13m 44s,258.43333333333334,,,,
J171359,31001403,11000016,21000157,C4,,17,13,59,17h 13m 59s,258.49583333333334,,,,
J171404,31002420,11000030,21000304,C6,Red Giant,17,14,4,17h 14m 04s,258.51666666666665,,,,
J171420,31001253,11000014,21000133,C3,,17,14,20,17h 14m 20s,258.5833333333333,,,,
J171424,31000452,11000004,21000030,C2,,17,14,24,17h 14m 24s,258.6,,,,
